run_id,timestamp,cpu_percent,memory_percent,disk_io_read_bytes,disk_io_write_bytes,disk_io_read_ops,disk_io_write_ops
run_01,1750003629.881765,0.0,1.5,0,0,0,0
run_01,1750003630.384246,26.4,1.5,0,0,0,0
run_01,1750003630.8860126,3.4,1.5,0,0,0,0
run_01,1750003631.388133,3.1,1.5,0,16384,0,2
run_01,1750003631.8903196,2.8,1.5,0,0,0,0
run_01,1750003632.3923872,3.0,1.5,0,0,0,0
run_01,1750003632.8945074,2.7,1.5,0,0,0,0
run_01,1750003633.396759,3.0,1.5,0,0,0,0
run_01,1750003633.8991253,4.5,1.5,0,57344,0,12
run_01,1750003634.4013054,3.3,1.5,0,0,0,0
run_01,1750003634.9032326,3.5,1.5,0,0,0,0
run_01,1750003635.4054804,3.3,1.6,0,0,0,0
run_01,1750003635.9080548,3.2,1.6,0,0,0,0
run_01,1750003636.409901,5.9,1.7,0,94208,0,2
run_01,1750003636.9118702,18.5,2.0,0,0,0,0
run_01,1750003637.4146962,20.1,2.2,0,0,0,0
run_01,1750003637.9169421,21.7,2.4,0,0,0,0
run_01,1750003638.4202542,32.8,2.8,0,0,0,0
run_01,1750003638.923097,17.4,2.9,0,0,0,0
run_01,1750003639.4264905,1.5,2.9,0,0,0,0
run_01,1750003639.9532175,4.8,2.9,0,0,0,0
run_01,1750003640.456066,28.4,3.2,0,24576,0,2
run_01,1750003640.9581614,21.6,3.3,0,0,0,0
run_01,1750003641.4611804,4.8,3.3,0,32768,0,2
run_01,1750003641.964334,12.7,3.4,0,0,0,0
run_01,1750003642.468205,4.7,3.4,0,0,0,0
run_01,1750003642.970683,15.9,3.5,0,0,0,0
run_01,1750003643.4754708,34.9,3.6,0,0,0,0
run_01,1750003644.0328248,65.5,4.0,0,0,0,0
run_01,1750003644.5838964,100.0,4.5,0,0,0,0
run_01,1750003645.167604,100.0,5.0,0,0,0,0
run_01,1750003645.7064712,100.0,5.5,0,0,0,0
run_01,1750003646.2564638,100.0,6.0,0,0,0,0
run_01,1750003646.7618682,100.0,6.5,0,12288,0,2
run_01,1750003647.2707636,100.0,7.0,0,0,0,0
run_01,1750003647.8013358,100.0,7.4,0,0,0,0
run_01,1750003648.3222451,100.0,8.0,0,0,0,0
run_01,1750003648.8467438,100.0,8.5,0,0,0,0
run_01,1750003649.3640924,100.0,9.0,0,0,0,0
run_01,1750003649.93998,99.3,9.5,0,0,0,0
run_01,1750003650.4766953,99.9,10.0,0,0,0,0
run_01,1750003650.9948533,99.2,10.5,0,0,0,0
run_01,1750003651.5018427,98.3,11.0,0,0,0,0
run_01,1750003652.0329418,98.5,11.6,0,0,0,0
run_01,1750003652.6057425,99.4,12.0,0,0,0,0
run_01,1750003653.1354525,100.0,12.6,0,12288,0,2
run_01,1750003653.6389377,100.0,13.0,0,0,0,0
run_01,1750003654.1479545,100.0,13.5,0,0,0,0
run_01,1750003654.7094154,100.0,14.0,0,0,0,0
run_01,1750003655.2355597,100.0,14.6,0,0,0,0
run_01,1750003655.7376277,100.0,15.1,0,0,0,0
run_01,1750003656.2552083,100.0,15.5,0,0,0,0
run_01,1750003656.8229403,100.0,16.1,0,0,0,0
run_01,1750003657.3389895,100.0,16.6,0,0,0,0
run_01,1750003657.8684425,100.0,17.0,0,8192,0,1
run_01,1750003658.417144,100.0,17.5,0,4096,0,1
run_01,1750003658.9648428,100.0,18.0,0,0,0,0
run_01,1750003659.4875584,100.0,18.6,0,0,0,0
run_01,1750003660.0181143,100.0,19.1,0,0,0,0
run_01,1750003660.5496047,100.0,19.6,0,0,0,0
run_01,1750003661.0876212,100.0,20.1,0,0,0,0
run_01,1750003661.606238,100.0,20.7,0,0,0,0
run_01,1750003662.1226368,100.0,21.2,0,0,0,0
run_01,1750003662.635413,99.9,21.7,0,0,0,0
run_01,1750003663.1598423,100.0,22.2,0,0,0,0
run_01,1750003663.6744614,99.5,22.7,0,0,0,0
run_01,1750003667.6337256,100.0,23.0,0,49152,0,9
run_01,1750003668.1544702,100.0,23.2,0,294912,0,54
run_01,1750003668.760722,100.0,23.7,0,0,0,0
run_01,1750003669.6461408,100.0,23.9,0,0,0,0
run_01,1750003670.2212594,100.0,24.1,0,24576,0,2
run_01,1750003670.7360744,100.0,24.5,0,0,0,0
run_01,1750003671.2704117,100.0,25.2,0,0,0,0
run_01,1750003671.8029208,100.0,25.7,0,0,0,0
run_01,1750003672.320176,100.0,26.2,0,0,0,0
